Name,Degree,Module,Year,Degree Credit
ELE-627,BEng Electrical Engineering,Unleash Granular Synergies,1,BEng Electrical Engineering_Year_1
ELE-806,BEng Electrical Engineering,Transform Bleeding-Edge Markets,1,BEng Electrical Engineering_Year_1
ELE-865,BEng Electrical Engineering,Aggregate Customized Paradigms,1,BEng Electrical Engineering_Year_1
ELE-547,BEng Electrical Engineering,Deliver Revolutionary Bandwidth,1,BEng Electrical Engineering_Year_1
ELE-404,BEng Electrical Engineering,Disintermediate Holistic Networks,1,BEng Electrical Engineering_Year_1
ELE-668,BEng Electrical Engineering,Leverage Dot-Com Systems,1,BEng Electrical Engineering_Year_1
ELE-401,BEng Electrical Engineering,Exploit Clicks-And-Mortar Portals,2,BEng Electrical Engineering_Year_2
ELE-937,BEng Electrical Engineering,Engineer Value-Added Markets,2,BEng Electrical Engineering_Year_2
ELE-683,BEng Electrical Engineering,Reinvent Efficient Content,2,BEng Electrical Engineering_Year_2
ELE-959,BEng Electrical Engineering,Empower Holistic Deliverables,2,BEng Electrical Engineering_Year_2
ELE-247,BEng Electrical Engineering,Innovate Dynamic Interfaces,2,BEng Electrical Engineering_Year_2
ELE-593,BEng Electrical Engineering,Iterate Real-Time Infrastructures,2,BEng Electrical Engineering_Year_2
ELE-320,BEng Electrical Engineering,Incubate Cross-Media E-Tailers,2,BEng Electrical Engineering_Year_2
ELE-168,BEng Electrical Engineering,Re-Intermediate Compelling Platforms,2,BEng Electrical Engineering_Year_2
ELE-211,BEng Electrical Engineering,Deploy Back-End Niches,2,BEng Electrical Engineering_Year_2
ELE-416,BEng Electrical Engineering,Aggregate Strategic Paradigms,2,BEng Electrical Engineering_Year_2
ELE-308,BEng Electrical Engineering,Syndicate Extensible Supply-Chains,3,BEng Electrical Engineering_Year_3
ELE-294,BEng Electrical Engineering,Implement Impactful Web-Readiness,3,BEng Electrical Engineering_Year_3
ELE-365,BEng Electrical Engineering,Generate Front-End Eyeballs,3,BEng Electrical Engineering_Year_3
ELE-995,BEng Electrical Engineering,Productize Cross-Platform Technologies,3,BEng Electrical Engineering_Year_3
ELE-813,BEng Electrical Engineering,Strategize Distributed E-Markets,3,BEng Electrical Engineering_Year_3
ELE-557,BEng Electrical Engineering,Leverage Proactive Content,3,BEng Electrical Engineering_Year_3
ELE-163,BEng Electrical Engineering,Incentivize Visionary Deliverables,3,BEng Electrical Engineering_Year_3
ELE-911,BEng Electrical Engineering,Optimize Distributed Convergence,3,BEng Electrical Engineering_Year_3
ELE-220,BEng Electrical Engineering,Visualize Dynamic Roi,3,BEng Electrical Engineering_Year_3
ELE-954,BEng Electrical Engineering,Re-Contextualize Clicks-And-Mortar Mindshare,3,BEng Electrical Engineering_Year_3
ELE-293,BEng Electrical Engineering,Enable Web-Enabled Systems,4,BEng Electrical Engineering_Year_4
ELE-258,BEng Electrical Engineering,Incubate World-Class Users,4,BEng Electrical Engineering_Year_4
ELE-465,BEng Electrical Engineering,Target Cross-Media Partnerships,4,BEng Electrical Engineering_Year_4
ELE-799,BEng Electrical Engineering,Optimize Collaborative Users,4,BEng Electrical Engineering_Year_4
ELE-390,BEng Electrical Engineering,Generate Rich Schemas,4,BEng Electrical Engineering_Year_4
ELE-313,BEng Electrical Engineering,Implement B2B Solutions,4,BEng Electrical Engineering_Year_4
ELE-827,BEng Electrical Engineering,Expedite Global Convergence,4,BEng Electrical Engineering_Year_4
ELE-565,BEng Electrical Engineering,Optimize Impactful Systems,4,BEng Electrical Engineering_Year_4
ELE-135,BEng Electrical Engineering,Evolve Seamless Vortals,4,BEng Electrical Engineering_Year_4
ELE-834,BEng Electrical Engineering,Envisioneer 24/7 Architectures,4,BEng Electrical Engineering_Year_4
ELE-802,MEng Electrical Engineering,Morph Holistic Interfaces,1,MEng Electrical Engineering_Year_1
ELE-932,MEng Electrical Engineering,Unleash Integrated Web-Readiness,1,MEng Electrical Engineering_Year_1
ELE-710,MEng Electrical Engineering,Enable Virtual E-Commerce,1,MEng Electrical Engineering_Year_1
ELE-881,MEng Electrical Engineering,Matrix E-Business Metrics,1,MEng Electrical Engineering_Year_1
ELE-154,MEng Electrical Engineering,Morph 24/7 E-Business,1,MEng Electrical Engineering_Year_1
ELE-513,MEng Electrical Engineering,Redefine B2B Web-Readiness,1,MEng Electrical Engineering_Year_1
ELE-433,MEng Electrical Engineering,Iterate Proactive Convergence,1,MEng Electrical Engineering_Year_1
ELE-796,MEng Electrical Engineering,Reinvent Intuitive Niches,1,MEng Electrical Engineering_Year_1
ELE-334,MEng Electrical Engineering,Expedite Cross-Media Supply-Chains,1,MEng Electrical Engineering_Year_1
ELE-498,MEng Electrical Engineering,Brand Granular E-Markets,1,MEng Electrical Engineering_Year_1
ELE-908,MEng Electrical Engineering,Generate Next-Generation Solutions,2,MEng Electrical Engineering_Year_2
ELE-108,MEng Electrical Engineering,E-Enable Distributed Action-Items,2,MEng Electrical Engineering_Year_2
ELE-505,MEng Electrical Engineering,Productize Frictionless Supply-Chains,2,MEng Electrical Engineering_Year_2
ELE-905,MEng Electrical Engineering,Redefine Mission-Critical Initiatives,2,MEng Electrical Engineering_Year_2
ELE-661,MEng Electrical Engineering,Embrace Cutting-Edge Eyeballs,2,MEng Electrical Engineering_Year_2
ELE-989,MEng Electrical Engineering,Re-Intermediate Scalable Methodologies,2,MEng Electrical Engineering_Year_2
ELE-463,MEng Electrical Engineering,Iterate Wireless E-Tailers,2,MEng Electrical Engineering_Year_2
ELE-697,MEng Electrical Engineering,Strategize Robust Communities,2,MEng Electrical Engineering_Year_2
ELE-226,MEng Electrical Engineering,Embrace Sticky E-Business,2,MEng Electrical Engineering_Year_2
ELE-483,MEng Electrical Engineering,Reinvent Customized Deliverables,2,MEng Electrical Engineering_Year_2
ELE-526,MEng Electrical Engineering,Engineer Robust Initiatives,3,MEng Electrical Engineering_Year_3
ELE-180,MEng Electrical Engineering,Streamline 24/7 Experiences,3,MEng Electrical Engineering_Year_3
ELE-104,MEng Electrical Engineering,Synthesize User-Centric Web Services,3,MEng Electrical Engineering_Year_3
ELE-906,MEng Electrical Engineering,Matrix Vertical Functionalities,3,MEng Electrical Engineering_Year_3
ELE-527,MEng Electrical Engineering,Monetize Scalable Platforms,3,MEng Electrical Engineering_Year_3
ELE-739,MEng Electrical Engineering,Re-Intermediate Front-End Roi,3,MEng Electrical Engineering_Year_3
ELE-149,MEng Electrical Engineering,Reinvent Synergistic Convergence,3,MEng Electrical Engineering_Year_3
ELE-564,MEng Electrical Engineering,Embrace Granular Deliverables,3,MEng Electrical Engineering_Year_3
ELE-661,MEng Electrical Engineering,Reinvent Wireless Deliverables,3,MEng Electrical Engineering_Year_3
ELE-940,MEng Electrical Engineering,Cultivate Dot-Com Synergies,3,MEng Electrical Engineering_Year_3
ELE-420,MEng Electrical Engineering,E-Enable Collaborative Communities,4,MEng Electrical Engineering_Year_4
ELE-346,MEng Electrical Engineering,Target Virtual Experiences,4,MEng Electrical Engineering_Year_4
ELE-498,MEng Electrical Engineering,Morph Vertical Partnerships,4,MEng Electrical Engineering_Year_4
ELE-419,MEng Electrical Engineering,Transition Cross-Platform Supply-Chains,4,MEng Electrical Engineering_Year_4
ELE-899,MEng Electrical Engineering,Target Vertical Communities,4,MEng Electrical Engineering_Year_4
ELE-703,MEng Electrical Engineering,Reinvent Mission-Critical Methodologies,4,MEng Electrical Engineering_Year_4
ELE-999,MEng Electrical Engineering,Unleash Out-Of-The-Box Metrics,4,MEng Electrical Engineering_Year_4
ELE-361,MEng Electrical Engineering,Drive Cross-Media Roi,4,MEng Electrical Engineering_Year_4
ELE-456,MEng Electrical Engineering,Re-Intermediate E-Business E-Services,4,MEng Electrical Engineering_Year_4
ELE-973,MEng Electrical Engineering,Seize Extensible Bandwidth,4,MEng Electrical Engineering_Year_4
ELE-922,PhD Electrical Engineering,Enable Robust Metrics,1,PhD Electrical Engineering_Year_1
ELE-507,PhD Electrical Engineering,Architect B2B Portals,1,PhD Electrical Engineering_Year_1
ELE-688,PhD Electrical Engineering,Repurpose Magnetic Platforms,1,PhD Electrical Engineering_Year_1
ELE-321,PhD Electrical Engineering,Optimize Integrated Applications,1,PhD Electrical Engineering_Year_1
ELE-637,PhD Electrical Engineering,Target Customized Functionalities,1,PhD Electrical Engineering_Year_1
ELE-421,PhD Electrical Engineering,Benchmark Dot-Com Deliverables,1,PhD Electrical Engineering_Year_1
ELE-820,PhD Electrical Engineering,Enable Rich Technologies,1,PhD Electrical Engineering_Year_1
ELE-983,PhD Electrical Engineering,Innovate Rich Deliverables,1,PhD Electrical Engineering_Year_1
ELE-565,PhD Electrical Engineering,Transition User-Centric Channels,1,PhD Electrical Engineering_Year_1
ELE-828,PhD Electrical Engineering,Exploit Extensible Action-Items,1,PhD Electrical Engineering_Year_1
ELE-948,PhD Electrical Engineering,Orchestrate Synergistic Methodologies,2,PhD Electrical Engineering_Year_2
ELE-290,PhD Electrical Engineering,Integrate Mission-Critical Experiences,2,PhD Electrical Engineering_Year_2
ELE-189,PhD Electrical Engineering,Facilitate Extensible Convergence,2,PhD Electrical Engineering_Year_2
ELE-731,PhD Electrical Engineering,Maximize Cross-Media Methodologies,2,PhD Electrical Engineering_Year_2
ELE-786,PhD Electrical Engineering,Seize Intuitive Mindshare,2,PhD Electrical Engineering_Year_2
ELE-923,PhD Electrical Engineering,Unleash Bleeding-Edge Experiences,2,PhD Electrical Engineering_Year_2
ELE-899,PhD Electrical Engineering,Benchmark Frictionless Systems,2,PhD Electrical Engineering_Year_2
ELE-688,PhD Electrical Engineering,Expedite Bleeding-Edge E-Tailers,2,PhD Electrical Engineering_Year_2
ELE-653,PhD Electrical Engineering,Evolve Clicks-And-Mortar Functionalities,2,PhD Electrical Engineering_Year_2
ELE-518,PhD Electrical Engineering,Re-Contextualize One-To-One E-Business,2,PhD Electrical Engineering_Year_2
ELE-565,PhD Electrical Engineering,Drive Wireless E-Business,3,PhD Electrical Engineering_Year_3
ELE-865,PhD Electrical Engineering,Re-Contextualize World-Class Networks,3,PhD Electrical Engineering_Year_3
ELE-558,PhD Electrical Engineering,Repurpose B2C Channels,3,PhD Electrical Engineering_Year_3
ELE-356,PhD Electrical Engineering,Seize Best-Of-Breed Functionalities,3,PhD Electrical Engineering_Year_3
ELE-323,PhD Electrical Engineering,Streamline Cross-Media Models,3,PhD Electrical Engineering_Year_3
ELE-282,PhD Electrical Engineering,Scale Holistic Deliverables,3,PhD Electrical Engineering_Year_3
ELE-699,PhD Electrical Engineering,Scale Extensible Action-Items,3,PhD Electrical Engineering_Year_3
ELE-871,PhD Electrical Engineering,Transition 24/365 Web-Readiness,3,PhD Electrical Engineering_Year_3
ELE-346,PhD Electrical Engineering,Orchestrate Front-End E-Tailers,3,PhD Electrical Engineering_Year_3
ELE-484,PhD Electrical Engineering,Expedite Transparent Eyeballs,3,PhD Electrical Engineering_Year_3
ELE-216,PhD Electrical Engineering,Architect User-Centric Communities,4,PhD Electrical Engineering_Year_4
ELE-366,PhD Electrical Engineering,Implement Open-Source Initiatives,4,PhD Electrical Engineering_Year_4
ELE-343,PhD Electrical Engineering,Synergize Revolutionary Bandwidth,4,PhD Electrical Engineering_Year_4
ELE-250,PhD Electrical Engineering,E-Enable Efficient Action-Items,4,PhD Electrical Engineering_Year_4
ELE-227,PhD Electrical Engineering,Extend Mission-Critical E-Markets,4,PhD Electrical Engineering_Year_4
ELE-876,PhD Electrical Engineering,Expedite Value-Added Infrastructures,4,PhD Electrical Engineering_Year_4
ELE-192,PhD Electrical Engineering,E-Enable Real-Time Models,4,PhD Electrical Engineering_Year_4
ELE-166,PhD Electrical Engineering,Repurpose Intuitive Niches,4,PhD Electrical Engineering_Year_4
ELE-681,PhD Electrical Engineering,Enable Proactive Relationships,4,PhD Electrical Engineering_Year_4
ELE-378,PhD Electrical Engineering,Expedite B2B Relationships,4,PhD Electrical Engineering_Year_4
CIV-300,BEng Civil Engineering,Extend Real-Time E-Markets,1,BEng Civil Engineering_Year_1
CIV-449,BEng Civil Engineering,Enhance Bleeding-Edge Info-Mediaries,1,BEng Civil Engineering_Year_1
CIV-700,BEng Civil Engineering,Reinvent E-Business Action-Items,1,BEng Civil Engineering_Year_1
CIV-845,BEng Civil Engineering,Iterate Revolutionary Partnerships,1,BEng Civil Engineering_Year_1
CIV-374,BEng Civil Engineering,Grow Best-Of-Breed Technologies,1,BEng Civil Engineering_Year_1
CIV-685,BEng Civil Engineering,Incentivize Virtual E-Business,1,BEng Civil Engineering_Year_1
CIV-220,BEng Civil Engineering,Transform Distributed Communities,1,BEng Civil Engineering_Year_1
CIV-613,BEng Civil Engineering,Cultivate Sticky Infrastructures,1,BEng Civil Engineering_Year_1
CIV-597,BEng Civil Engineering,Embrace Scalable Infrastructures,1,BEng Civil Engineering_Year_1
CIV-298,BEng Civil Engineering,Empower Efficient Eyeballs,1,BEng Civil Engineering_Year_1
CIV-159,BEng Civil Engineering,Morph Cross-Media Info-Mediaries,2,BEng Civil Engineering_Year_2
CIV-380,BEng Civil Engineering,Re-Contextualize Cross-Media Applications,2,BEng Civil Engineering_Year_2
CIV-999,BEng Civil Engineering,Expedite Dot-Com E-Tailers,2,BEng Civil Engineering_Year_2
CIV-917,BEng Civil Engineering,Whiteboard Impactful E-Business,2,BEng Civil Engineering_Year_2
CIV-938,BEng Civil Engineering,Envisioneer Innovative Communities,2,BEng Civil Engineering_Year_2
CIV-835,BEng Civil Engineering,Mesh Customized Content,2,BEng Civil Engineering_Year_2
CIV-297,BEng Civil Engineering,Unleash Dynamic Synergies,2,BEng Civil Engineering_Year_2
CIV-245,BEng Civil Engineering,Syndicate Proactive Communities,2,BEng Civil Engineering_Year_2
CIV-358,BEng Civil Engineering,Maximize E-Business Platforms,2,BEng Civil Engineering_Year_2
CIV-960,BEng Civil Engineering,Synergize Interactive Portals,2,BEng Civil Engineering_Year_2
CIV-564,BEng Civil Engineering,Disintermediate Distributed Supply-Chains,3,BEng Civil Engineering_Year_3
CIV-378,BEng Civil Engineering,Utilize Impactful Applications,3,BEng Civil Engineering_Year_3
CIV-757,BEng Civil Engineering,Synthesize Strategic Markets,3,BEng Civil Engineering_Year_3
CIV-172,BEng Civil Engineering,Deliver Virtual Systems,3,BEng Civil Engineering_Year_3
CIV-706,BEng Civil Engineering,Disintermediate Leading-Edge Technologies,3,BEng Civil Engineering_Year_3
CIV-662,BEng Civil Engineering,Incentivize Web-Enabled E-Tailers,3,BEng Civil Engineering_Year_3
CIV-844,BEng Civil Engineering,Exploit B2C E-Markets,3,BEng Civil Engineering_Year_3
CIV-129,BEng Civil Engineering,Drive Revolutionary Communities,3,BEng Civil Engineering_Year_3
CIV-549,BEng Civil Engineering,Envisioneer Robust Methodologies,3,BEng Civil Engineering_Year_3
CIV-453,BEng Civil Engineering,Extend Impactful Info-Mediaries,3,BEng Civil Engineering_Year_3
CIV-128,BEng Civil Engineering,Architect Granular Technologies,4,BEng Civil Engineering_Year_4
CIV-461,BEng Civil Engineering,Disintermediate Real-Time Metrics,4,BEng Civil Engineering_Year_4
CIV-597,BEng Civil Engineering,Scale Seamless Action-Items,4,BEng Civil Engineering_Year_4
CIV-615,BEng Civil Engineering,Leverage 24/365 Deliverables,4,BEng Civil Engineering_Year_4
CIV-215,BEng Civil Engineering,Implement 24/365 Partnerships,4,BEng Civil Engineering_Year_4
CIV-241,BEng Civil Engineering,Incentivize B2B E-Services,4,BEng Civil Engineering_Year_4
CIV-385,BEng Civil Engineering,Engineer Integrated E-Commerce,4,BEng Civil Engineering_Year_4
CIV-472,BEng Civil Engineering,Synthesize End-To-End E-Services,4,BEng Civil Engineering_Year_4
CIV-207,BEng Civil Engineering,Grow Open-Source Info-Mediaries,4,BEng Civil Engineering_Year_4
CIV-317,BEng Civil Engineering,Synthesize Value-Added Synergies,4,BEng Civil Engineering_Year_4
CIV-210,MEng Civil Engineering,E-Enable Vertical Synergies,1,MEng Civil Engineering_Year_1
CIV-402,MEng Civil Engineering,Streamline Value-Added E-Tailers,1,MEng Civil Engineering_Year_1
CIV-872,MEng Civil Engineering,Productize Frictionless Partnerships,1,MEng Civil Engineering_Year_1
CIV-916,MEng Civil Engineering,Transform Enterprise Portals,1,MEng Civil Engineering_Year_1
CIV-986,MEng Civil Engineering,Cultivate Compelling Relationships,1,MEng Civil Engineering_Year_1
CIV-180,MEng Civil Engineering,Enable Interactive Info-Mediaries,1,MEng Civil Engineering_Year_1
CIV-414,MEng Civil Engineering,Harness Value-Added Portals,1,MEng Civil Engineering_Year_1
CIV-381,MEng Civil Engineering,Redefine World-Class Schemas,1,MEng Civil Engineering_Year_1
CIV-972,MEng Civil Engineering,Facilitate Plug-And-Play Synergies,1,MEng Civil Engineering_Year_1
CIV-125,MEng Civil Engineering,Deliver Distributed Communities,1,MEng Civil Engineering_Year_1
CIV-829,MEng Civil Engineering,Integrate User-Centric Action-Items,2,MEng Civil Engineering_Year_2
CIV-699,MEng Civil Engineering,Revolutionize Sticky Users,2,MEng Civil Engineering_Year_2
CIV-795,MEng Civil Engineering,Reinvent Rich Bandwidth,2,MEng Civil Engineering_Year_2
CIV-191,MEng Civil Engineering,Re-Contextualize Cross-Platform Paradigms,2,MEng Civil Engineering_Year_2
CIV-997,MEng Civil Engineering,Brand One-To-One Experiences,2,MEng Civil Engineering_Year_2
CIV-131,MEng Civil Engineering,Re-Contextualize Bricks-And-Clicks Vortals,2,MEng Civil Engineering_Year_2
CIV-795,MEng Civil Engineering,Exploit Efficient Initiatives,2,MEng Civil Engineering_Year_2
CIV-683,MEng Civil Engineering,Mesh End-To-End Functionalities,2,MEng Civil Engineering_Year_2
CIV-885,MEng Civil Engineering,Expedite Open-Source Infrastructures,2,MEng Civil Engineering_Year_2
CIV-277,MEng Civil Engineering,Maximize Revolutionary Convergence,2,MEng Civil Engineering_Year_2
CIV-595,MEng Civil Engineering,Target Granular Info-Mediaries,3,MEng Civil Engineering_Year_3
CIV-249,MEng Civil Engineering,Deliver Dot-Com Applications,3,MEng Civil Engineering_Year_3
CIV-619,MEng Civil Engineering,Engineer Killer Infrastructures,3,MEng Civil Engineering_Year_3
CIV-992,MEng Civil Engineering,Matrix Killer Models,3,MEng Civil Engineering_Year_3
CIV-258,MEng Civil Engineering,Monetize Impactful Vortals,3,MEng Civil Engineering_Year_3
CIV-648,MEng Civil Engineering,Visualize Granular Solutions,3,MEng Civil Engineering_Year_3
